Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-03 16:57:52.174,TUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,244 / 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 16:57:52.174,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,,,,,,,,,,,,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,,
2025-02-03 16:57:56.921,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.7,-10.4,29.1,52/0,,,,,,,,,,,,,,,,,,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,,
2025-02-03 16:57:56.937,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.7,-10.4,29.1,52/0,,,,,,,,,,,,,,,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:56.952,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.7,-10.4,29.1,52/0,,,,,,,1,,,,,,,,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:56.952,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.7,-10.4,29.1,52/0,,,,,,,1,,0.0,3,19.7,0.307,6.9,75.5,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:57.041,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.7,0.307,6.9,75.5,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:57.045,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.286,5.1,73.5,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:57.053,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-88.0,-10.4,-61.9,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.0,
2025-02-03 16:57:57.070,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-86.6,-11.9,-60.8,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.2,
2025-02-03 16:57:57.240,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,,,,,,,,,,,5.9,
2025-02-03 16:57:57.325,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.0,,,,,,,,,,5.9,
2025-02-03 16:57:57.401,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.8,-10.4,28.8,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,,,5.9,
2025-02-03 16:57:57.468,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,,,5.9,
2025-02-03 16:57:57.502,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,,5.9,
2025-02-03 16:57:57.502,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,,,,,,1,,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,5.9,
2025-02-03 16:57:57.572,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,,,,,,1,1,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,5.9,
2025-02-03 16:57:57.572,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,0.0,,,,0.0,1,1,0.0,3,19.5,0.0,5.1,73.5,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,5.9,
2025-02-03 16:57:57.602,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,0.0,,,,0.0,1,1,0.0,3,19.0,0.002,9.0,73.0,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,5.9,
2025-02-03 16:57:57.602,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.032,1,1,0.0,3,19.0,0.002,9.0,73.0,-85.9,-11.0,-60.7,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,5.9,
2025-02-03 16:57:57.742,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.032,1,1,0.0,3,19.0,0.002,9.0,73.0,-83.4,-8.0,-59.9,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,8.5,
2025-02-03 16:57:57.746,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.6,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,19.0,0.002,9.0,73.0,-83.4,-8.0,-59.9,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,8.5,
2025-02-03 16:57:57.969,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.8,-10.4,29.2,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,19.0,0.002,9.0,73.0,-83.4,-8.0,-59.9,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,8.5,
2025-02-03 16:57:58.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.8,-10.4,29.2,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,19.0,0.002,9.0,73.0,-83.4,-8.0,-59.9,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.001,0.0,8.5,
2025-02-03 16:57:58.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.8,-10.4,29.2,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,19.0,0.002,9.0,73.0,-83.4,-8.0,-59.9,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.001,0.001,8.5,
2025-02-03 16:57:58.039,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.8,-10.4,29.2,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,19.0,0.002,9.0,73.0,-81.6,-7.9,-59.6,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.001,0.001,10.5,
2025-02-03 16:57:58.102,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.8,-10.4,29.2,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,21.0,0.349,7.8,76.3,-81.6,-7.9,-59.6,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.001,0.001,10.5,
2025-02-03 16:57:58.489,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,21.0,0.349,7.8,76.3,-81.6,-7.9,-59.6,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.001,0.001,10.5,
2025-02-03 16:57:58.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,21.0,0.349,7.8,76.3,-81.6,-7.9,-59.6,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.001,10.5,
2025-02-03 16:57:58.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,21.0,0.349,7.8,76.3,-81.6,-7.9,-59.6,42,5,440,Band 3 - 1800,,,,0.029,,0.0,13.0,,,,,0.0,0.0,10.5,
2025-02-03 16:57:58.548,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.013,1,1,0.0,3,21.0,0.349,7.8,76.3,-80.4,-8.3,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,10.7,
2025-02-03 16:57:58.590,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.70,0.002,1,1,0.0,3,21.0,0.349,7.8,76.3,-80.4,-8.3,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,10.7,
2025-02-03 16:57:58.602,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.70,0.002,1,1,0.0,3,20.1,0.323,4.3,74.8,-80.4,-8.3,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,10.7,
2025-02-03 16:57:58.610,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,20.1,0.323,4.3,74.8,-80.4,-8.3,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,10.7,
2025-02-03 16:57:58.838,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.7,-10.5,26.8,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,20.1,0.323,4.3,74.8,-78.2,-8.3,-56.0,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,13.6,
2025-02-03 16:57:58.968,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,20.1,0.323,4.3,74.8,-78.2,-8.3,-56.0,42,5,440,Band 3 - 1800,,,,,,,,,,,,,0.0,13.6,
2025-02-03 16:57:59.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,20.1,0.323,4.3,74.8,-78.2,-8.3,-56.0,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.0,13.6,
2025-02-03 16:57:59.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,20.1,0.323,4.3,74.8,-78.2,-8.3,-56.0,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,13.6,
2025-02-03 16:57:59.101,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,2.9,3,19.8,0.301,4.1,70.2,-78.2,-8.3,-56.0,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,13.6,
2025-02-03 16:57:59.347,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,12.8,
2025-02-03 16:57:59.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.001,12.8,
2025-02-03 16:57:59.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.7,-10.3,27.7,52/0,,0.0,16,0.0,9.98,0.048,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,12.8,
2025-02-03 16:57:59.506,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.048,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,12.8,
2025-02-03 16:57:59.587,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,12.8,
2025-02-03 16:57:59.603,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.8,0.301,4.1,70.2,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,0.0,,,,,,,,0.0,0.0,12.8,
2025-02-03 16:57:59.604,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-80.5,-8.6,-58.2,42,5,440,Band 3 - 1800,,,,0.0,,,,,,,,0.0,0.0,12.8,
2025-02-03 16:57:59.637,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,,,,0.0,,,,,,,,0.0,0.0,8.0,
2025-02-03 16:57:59.866,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,,,,0.0,0.0,,,,,,,0.0,0.0,8.0,
2025-02-03 16:57:59.878,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,,,,0.008,0.0,0.0,9.0,,,,,0.0,0.0,8.0,
2025-02-03 16:57:59.896,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,,,,,0.0,0.0,8.0,
2025-02-03 16:58:00.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,,,,,0.002,0.0,8.0,
2025-02-03 16:58:00.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.2,-10.4,27.2,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,,,,,0.002,0.002,8.0,
2025-02-03 16:58:00.007,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,,,,,0.002,0.002,8.0,
2025-02-03 16:58:00.042,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,8.0,0
2025-02-03 16:58:00.096,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.015,1,1,2.9,3,19.7,0.29,9.8,74.3,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,8.0,0
2025-02-03 16:58:00.108,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.015,1,1,0.0,3,18.2,0.255,8.9,75.7,-81.7,-9.2,-58.5,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,8.0,0
2025-02-03 16:58:00.147,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,0.0,9.98,0.015,1,1,0.0,3,18.2,0.255,8.9,75.7,-82.9,-10.3,-59.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,7.3,0
2025-02-03 16:58:00.272,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.2,0.255,8.9,75.7,-82.9,-10.3,-59.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,7.3,0
2025-02-03 16:58:00.436,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.9,-10.4,28.4,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.2,0.255,8.9,75.7,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,10.9,0
2025-02-03 16:58:00.486,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.2,0.255,8.9,75.7,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.002,0.002,10.9,0
2025-02-03 16:58:00.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.2,0.255,8.9,75.7,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.0,0.002,10.9,0
2025-02-03 16:58:00.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.2,0.255,8.9,75.7,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.0,0.0,10.9,0
2025-02-03 16:58:00.607,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.9,0.289,10.1,75.1,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449989,23.859038,,0,0.0,0.0,10.9,0
2025-02-03 16:58:00.727,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,2.1,19.51,0.162,1,1,0.0,3,18.9,0.289,10.1,75.1,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449987,23.859031,,0,0.0,0.0,10.9,0
2025-02-03 16:58:00.795,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,18.9,0.289,10.1,75.1,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449987,23.859031,,0,0.0,0.0,10.9,0
2025-02-03 16:58:00.814,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,18.9,0.289,10.1,75.1,-78.2,-7.5,-56.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.008,0.002,0.0,9.0,61.449987,23.859031,,0,0.0,0.0,10.9,0
2025-02-03 16:58:00.938,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,18.9,0.289,10.1,75.1,-83.3,-9.2,-60.2,42,5,440,Band 3 - 1800,,,,,,,,61.449987,23.859031,,0,,,7.9,0
2025-02-03 16:58:01.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.3,27.1,52/0,,0.0,16,0.0,9.98,0.048,1,1,0.0,3,18.9,0.289,10.1,75.1,-83.3,-9.2,-60.2,42,5,440,Band 3 - 1800,,,,,,,,61.449987,23.859031,,0,0.001,,7.9,0
