Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-03 16:58:16.630,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.5,-10.5,22.6,52/0,,4.8,158,25.6,75.24,434.513,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,9.7,24,17.3 (64-QAM),0.247,23.469,0.0,-2.7,61.449940,23.858932,,0,0.156,461.465,20.8,0
2025-02-03 16:58:16.643,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,4.8,158,25.6,75.24,434.513,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,9.7,24,17.3 (64-QAM),0.247,23.469,0.0,-2.7,61.449940,23.858932,,0,0.156,461.465,20.8,0
2025-02-03 16:58:16.787,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,9.7,24,17.3 (64-QAM),0.247,23.469,0.0,-2.7,61.449940,23.858932,,0,0.156,461.465,20.8,0
2025-02-03 16:58:16.843,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,9.7,24,17.3 (64-QAM),0.247,23.469,0.0,-2.7,61.449936,23.858933,,0,0.156,461.465,20.8,0
2025-02-03 16:58:16.972,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,9.7,24,17.3 (64-QAM),0.247,23.469,0.0,-1.4,61.449936,23.858933,,0,0.156,461.465,20.8,0
2025-02-03 16:58:16.991,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.156,461.465,20.8,0
2025-02-03 16:58:17.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,461.465,20.8,0
2025-02-03 16:58:17.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-73.7,-10.3,-49.2,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,20.8,0
2025-02-03 16:58:17.033,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,19.0,0.29,10.4,74.9,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.131,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.6,-10.5,22.6,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.181,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,6.8,158,25.4,74.20,419.46,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.275,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,7.1,24,14.9,0.247,20.259,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.291,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.247,23.097,0.0,-1.4,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.406,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.157,429.157,14.7,0
2025-02-03 16:58:17.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,429.157,14.7,0
2025-02-03 16:58:17.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-77.8,-10.5,-52.5,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,252.55,14.7,0
2025-02-03 16:58:17.539,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,0.0,3,18.5,0.28,8.6,74.4,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:17.635,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.2,-10.4,20.8,52/0,,4.8,158,25.6,75.29,421.543,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:17.682,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,4.8,158,25.6,75.29,421.543,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:17.783,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.206,23.097,0.0,0.2,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:17.874,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,9.9,24,17.5 (64-QAM),0.062,23.097,0.0,-1.8,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:17.891,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,0.783,252.55,20.3,0
2025-02-03 16:58:18.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,252.55,20.3,0
2025-02-03 16:58:18.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-73.2,-7.8,-49.7,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,0.189,20.3,0
2025-02-03 16:58:18.042,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,21.4,47,18.7,2.433,17.7,74.7,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,0.189,19.1,0
2025-02-03 16:58:18.135,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.7,18.5,52/0,,0.0,16,0.5,13.95,0.169,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,0.189,19.1,0
2025-02-03 16:58:18.162,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.5,13.95,0.169,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,0.189,19.1,0
2025-02-03 16:58:18.283,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449936,23.858933,,0,17.755,0.189,19.1,0
2025-02-03 16:58:18.474,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,17.755,0.189,19.1,0
2025-02-03 16:58:18.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.189,19.1,0
2025-02-03 16:58:18.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,12.5,126,13.1,11.921,21.7,72.2,-82.9,-6.7,-62.1,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.213,19.1,0
2025-02-03 16:58:18.552,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,12.5,126,13.1,11.921,21.7,72.2,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.213,17.7,0
2025-02-03 16:58:18.639,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.8,-10.5,18.1,52/0,,0.0,16,0.6,14.05,0.444,1,1,9.4,126,13.3,12.665,21.0,71.4,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.213,17.7,0
2025-02-03 16:58:18.681,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.6,14.05,0.444,1,1,9.4,126,13.3,12.665,21.0,71.4,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.213,17.7,0
2025-02-03 16:58:18.782,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.4,12.17,0.433,1,1,9.4,126,13.3,12.665,21.0,71.4,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.369,0.213,17.7,0
2025-02-03 16:58:19.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.4,12.17,0.433,1,1,9.4,126,13.3,12.665,21.0,71.4,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.82,0.213,17.7,0
2025-02-03 16:58:19.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.4,12.17,0.433,1,1,9.4,126,13.3,12.665,21.0,71.4,-73.4,-7.2,-51.9,42,5,440,Band 3 - 1800,4.2,4,14.7,0.062,0.078,0.0,-1.8,61.449932,23.858935,,0,12.82,0.187,17.7,0
2025-02-03 16:58:19.051,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.4,12.17,0.433,1,1,9.4,126,13.3,12.665,21.0,71.4,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,,,17.4,0
2025-02-03 16:58:19.139,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.5,-10.4,19.4,52/0,,0.0,16,0.4,12.17,0.433,1,1,7.5,126,13.7,13.504,22.2,72.8,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,,,17.4,0
2025-02-03 16:58:19.202,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.4,12.17,0.433,1,1,7.5,126,13.7,13.504,22.2,72.8,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,,,17.4,0
2025-02-03 16:58:19.283,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.3,12.20,0.416,1,1,7.5,126,13.7,13.504,22.2,72.8,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,,,17.4,0
2025-02-03 16:58:19.502,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.3,12.20,0.416,1,1,7.5,126,13.7,13.504,22.2,72.8,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,,17.4,0
2025-02-03 16:58:19.502,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.3,12.20,0.416,1,1,7.5,126,13.7,13.504,22.2,72.8,-72.5,-7.4,-51.0,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,0.191,17.4,0
2025-02-03 16:58:19.552,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.3,12.20,0.416,1,1,7.5,126,13.7,13.504,22.2,72.8,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,0.191,19.3,0
2025-02-03 16:58:19.639,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.5,-10.5,18.5,52/0,,0.0,16,0.3,12.20,0.416,1,1,9.5,126,13.8,13.392,22.7,74.2,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,0.191,19.3,0
2025-02-03 16:58:19.681,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.20,0.416,1,1,9.5,126,13.8,13.392,22.7,74.2,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,0.191,19.3,0
2025-02-03 16:58:19.783,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.635,0.191,19.3,0
2025-02-03 16:58:20.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.274,0.191,19.3,0
2025-02-03 16:58:20.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-71.5,-6.9,-50.6,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.274,0.192,19.3,0
2025-02-03 16:58:20.052,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,,,,,61.449932,23.858935,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.078,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449932,23.858935,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.104,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,9.5,126,13.8,13.392,22.7,74.2,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.138,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.9,-10.7,14.2,52/0,,0.0,16,0.3,12.03,0.398,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.201,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.3,12.03,0.398,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.261,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.3,12.03,0.398,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,0.0,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.287,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,,,,0.0,0.0,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.291,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.354,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.274,0.192,20.8,0
2025-02-03 16:58:20.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.445,0.192,20.8,0
2025-02-03 16:58:20.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-67.7,-7.0,-46.8,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.445,0.186,20.8,0
2025-02-03 16:58:20.552,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,8.0,126,13.7,13.473,23.0,77.0,-74.3,-6.6,-53.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.445,0.186,13.7,0
2025-02-03 16:58:20.639,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-74.8,-10.7,14.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,9.5,126,13.7,13.156,22.9,77.3,-74.3,-6.6,-53.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.445,0.186,13.7,0
2025-02-03 16:58:20.701,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.2,-11.1,11.3,52/0,,0.0,16,0.4,12.31,0.409,1,1,9.5,126,13.7,13.156,22.9,77.3,-74.3,-6.6,-53.1,42,5,440,Band 3 - 1800,0.0,2,1.0,0.011,0.002,0.0,-5.0,61.449928,23.858937,,0,13.445,0.186,13.7,0
