Time,Operator,Technology,MCC / MNC,gNB,RF Band,Num Beams,SCS,Bandwidth DL,Bandwidth UL,TDD Slot Pattern,SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER,Average RBs,Average MCS Index,Average Code Rate,Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission,Average RBs,Average MCS Index,Net PUSCH Thp,PUSCH TxPower,PUSCH Pathloss,RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-03 16:45:36.548,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.0,-10.5,13.5,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.37,1.4,74.0,-80.3,-6.4,-59.8,46,,440,Band 1 - 2100,,2,,0.004,0.0,0.0,12.0,,,,,,,15.8,
2025-02-03 16:45:36.566,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.37,1.4,74.0,-80.3,-6.4,-59.8,46,,440,Band 1 - 2100,,2,,0.004,0.0,0.0,12.0,,,,,,,15.8,
2025-02-03 16:45:36.587,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-80.3,-6.4,-59.8,46,,440,Band 1 - 2100,,2,,0.004,0.0,0.0,12.0,,,,,,,15.8,
2025-02-03 16:45:36.640,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,,2,,0.004,0.0,0.0,12.0,,,,,,,17.8,
2025-02-03 16:45:36.700,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,24.0 (256-QAM),0.004,0.005,0.0,12.0,,,,,,,17.8,
2025-02-03 16:45:36.997,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,,,17.8,
2025-02-03 16:45:37.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,0.004,,17.8,
2025-02-03 16:45:37.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,22.0,0.0,1.4,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,0.004,0.0,17.8,
2025-02-03 16:45:37.062,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-71.1,-10.5,11.9,53/0,,0.0,,,,0.0,1,1,0.0,3,21.0,0.004,0.0,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,0.004,0.0,17.8,
2025-02-03 16:45:37.077,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,,,,0.0,1,1,0.0,3,21.0,0.004,0.0,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,0.004,0.0,17.8,
2025-02-03 16:45:37.082,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,21.0,0.004,0.0,74.0,-75.6,-5.3,-56.4,46,,440,Band 1 - 2100,0.0,2,0.0,0.004,0.0,0.0,12.0,,,,,0.004,0.0,17.8,
2025-02-03 16:45:37.144,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,21.0,0.004,0.0,74.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,,0.0,18.5,
2025-02-03 16:45:37.207,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,21.0,0.004,0.0,74.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,,0.0,18.5,
2025-02-03 16:45:37.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,21.0,0.004,0.0,74.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.0,18.5,
2025-02-03 16:45:37.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,21.0,0.004,0.0,74.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.014,18.5,
2025-02-03 16:45:37.564,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.4,-10.4,15.6,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.014,18.5,
2025-02-03 16:45:37.568,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-5.9,-56.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.014,18.5,
2025-02-03 16:45:37.650,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,1.3,14.54,0.093,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.014,17.4,
2025-02-03 16:45:37.658,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.003,0.014,17.4,
2025-02-03 16:45:38.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.014,17.4,
2025-02-03 16:45:38.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,15.4,0.214,-0.5,72.0,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.4,
2025-02-03 16:45:38.053,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.5,-10.6,16.8,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,17.1,0.258,-0.3,71.8,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.4,
2025-02-03 16:45:38.078,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,17.1,0.258,-0.3,71.8,-76.9,-6.1,-56.8,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.4,
2025-02-03 16:45:38.151,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,17.1,0.258,-0.3,71.8,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,18.1,
2025-02-03 16:45:38.188,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,17.1,0.258,-0.3,71.8,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,18.1,
2025-02-03 16:45:38.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,17.1,0.258,-0.3,71.8,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.0,18.1,
2025-02-03 16:45:38.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,17.1,0.258,-0.3,71.8,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,18.1,
2025-02-03 16:45:38.545,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.2,-10.5,23.9,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,19.1,0.303,-0.1,71.6,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,18.1,
2025-02-03 16:45:38.589,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,19.1,0.303,-0.1,71.6,-74.7,-5.7,-55.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,18.1,
2025-02-03 16:45:38.655,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,1.0,10.47,0.05,1,1,0.0,3,19.1,0.303,-0.1,71.6,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,17.9,
2025-02-03 16:45:38.843,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.303,-0.1,71.6,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,17.9,
2025-02-03 16:45:39.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.303,-0.1,71.6,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.001,17.9,
2025-02-03 16:45:39.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.303,-0.1,71.6,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.9,
2025-02-03 16:45:39.035,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.8,-10.4,21.0,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,16.4,0.231,-1.4,68.9,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.9,
2025-02-03 16:45:39.098,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,16.4,0.231,-1.4,68.9,-70.9,-6.0,-51.0,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.9,
2025-02-03 16:45:39.155,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,16.4,0.231,-1.4,68.9,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,18.9,
2025-02-03 16:45:39.236,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,16.4,0.231,-1.4,68.9,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,18.9,
2025-02-03 16:45:39.352,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,16.4,0.231,-1.4,68.9,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,8.3 (16-QAM),,0.003,,,,,,,0.0,0.0,18.9,
2025-02-03 16:45:39.499,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,16.4,0.231,-1.4,68.9,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,8.3 (16-QAM),,0.003,,,,,,,0.002,0.0,18.9,
2025-02-03 16:45:39.499,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,16.4,0.231,-1.4,68.9,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,8.3 (16-QAM),,0.003,,,,,,,0.002,0.002,18.9,
2025-02-03 16:45:39.525,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,21.7,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,19.5,0.32,2.0,73.8,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,8.3 (16-QAM),,0.003,,,,,,,0.002,0.002,18.9,
2025-02-03 16:45:39.609,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,19.5,0.32,2.0,73.8,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,8.3 (16-QAM),,0.003,,,,,,,0.002,0.002,18.9,
2025-02-03 16:45:39.647,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,19.5,0.32,2.0,73.8,-71.4,-6.1,-51.1,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.002,0.002,18.9,
2025-02-03 16:45:39.656,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.007,1,1,0.0,3,19.5,0.32,2.0,73.8,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.002,0.002,14.7,
2025-02-03 16:45:39.827,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,19.5,0.32,2.0,73.8,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.002,0.002,14.7,
2025-02-03 16:45:40.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,19.5,0.32,2.0,73.8,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.002,14.7,
2025-02-03 16:45:40.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,19.5,0.32,2.0,73.8,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,14.7,
2025-02-03 16:45:40.024,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-64.7,-10.4,21.8,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,20.1,0.335,2.3,71.9,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,14.7,
2025-02-03 16:45:40.087,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,20.1,0.335,2.3,71.9,-78.8,-6.1,-58.6,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,14.7,
2025-02-03 16:45:40.163,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,0.3,10.15,0.005,1,1,0.0,3,20.1,0.335,2.3,71.9,-74.7,-6.5,-54.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.1,
2025-02-03 16:45:40.416,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,0.0,9.98,0.002,1,1,0.0,3,20.1,0.335,2.3,71.9,-74.7,-6.5,-54.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.1,
2025-02-03 16:45:40.439,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,1.0,10.47,0.042,1,1,0.0,3,20.1,0.335,2.3,71.9,-74.7,-6.5,-54.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.0,0.0,17.1,
2025-02-03 16:45:40.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,1.0,10.47,0.042,1,1,0.0,3,20.1,0.335,2.3,71.9,-74.7,-6.5,-54.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.0,17.1,
2025-02-03 16:45:40.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.0,-10.4,25.1,53/0,,0.0,16,1.0,10.47,0.042,1,1,0.0,3,20.1,0.335,2.3,71.9,-74.7,-6.5,-54.7,46,,440,Band 1 - 2100,0.0,2,0.0,,0.0,,,,,,,0.001,0.001,17.1,
